name,sstart,send,sstrand,feature_type,start,end,strand,locus_tag,mean_mean,mean_std,std_mean,std_std,var_mean,var_std,median_mean,median_std,cv_mean,cv_std,ff_mean,ff_std,sem,mean_mean_0,mean_std_0,std_mean_0,std_std_0,var_mean_0,var_std_0,median_mean_0,median_std_0,cv_mean_0,cv_std_0,ff_mean_0,ff_std_0,sem_0,TPM,TPM_norm,hic_Tn7,hic_sum
l0B5a,28323,29141,plus,CDS,27850,29547,minus,PP_0024,2.194578,0.167465,1.004351,0.093711,1.017502,0.193966,1.944756,0.141094,0.457098,0.008055,0.459791,0.051,0.118416,0.053036,0.011436,0.287741,0.023336,0.083339,0.013812,0.046296,0.010513,5.600803,0.875338,1.597692,0.182781,0.008086,21.84,0.008943,2.776128,935.198519
l0C10b,5633227,5632754,minus,CDS,5630471,5634424,plus,PP_4947,2.318214,0.238833,1.009013,0.266038,1.088884,0.574528,2.089152,0.217937,0.431605,0.087504,0.457637,0.216447,0.168881,0.097542,0.013458,0.307127,0.047708,0.096603,0.029758,0.079868,0.011488,3.161411,0.341378,0.979488,0.235753,0.009517,50.7,0.022404,0.398748,1043.682613
l0C11b,5203388,5203010,minus,CDS,5201694,5203736,plus,PP_4583,2.927809,0.130213,1.315885,0.062168,1.735417,0.161436,2.659848,0.124378,0.449506,0.011065,0.59177,0.035948,0.092075,0.054405,0.010713,0.288548,0.034607,0.084458,0.020811,0.046837,0.010456,5.509548,1.18574,1.615192,0.491068,0.007575,30.75,0.010102,0.133782,1182.622558
l0C11c,2344305,2344643,plus,CDS,2343850,2344305,minus,PP_2060,3.250622,0.348681,1.293424,0.034733,1.674152,0.09067,3.016417,0.380832,0.402011,0.03924,0.519227,0.043901,0.246555,0.063246,0.009625,0.239538,0.024697,0.057989,0.011888,0.053159,0.007698,3.860532,0.616918,0.928402,0.18464,0.006806,2.37,0.001099,0.126002,1462.874346
l0C12b,5203386,5202987,plus,CDS,5201692,5203734,plus,PP_4583,3.344618,0.423812,1.478044,0.260194,2.252315,0.721298,3.050161,0.390446,0.439167,0.031214,0.656186,0.151536,0.29968,0.041551,0.009632,0.229137,0.011815,0.052643,0.005377,0.036458,0.009204,5.750717,1.072235,1.312402,0.233366,0.006811,23.53,0.013907,0.133782,1182.622558
l0D12b,1870984,1870341,minus,CDS,1870727,1871719,plus,PP_1676,2.508095,0.400556,0.980745,0.07745,0.967859,0.151018,2.350519,0.413744,0.396307,0.037457,0.387217,0.034837,0.283236,0.111325,0.023815,0.336069,0.063973,0.117035,0.045631,0.091667,0.02403,3.11047,0.605628,1.058332,0.334459,0.01684,102.64,0.011076,0.121987,1341.68999
l0D9b,734925,735939,plus,CDS,734021,735316,minus,PP_0626,2.945486,0.27889,1.237488,0.100466,1.541471,0.255109,2.731007,0.252992,0.420723,0.010221,0.520204,0.037962,0.197205,0.143048,0.088961,0.534577,0.356086,0.41257,0.469137,0.074884,0.007508,3.639245,0.157684,2.001481,1.419457,0.062905,50.855,0.011392,0.197308,1099.261394
l0F10b,4670202,4670483,plus,CDS,4669669,4671138,plus,PP_4131,2.686134,0.096742,1.083681,0.142697,1.194727,0.323668,2.477673,0.177503,0.405813,0.068635,0.449549,0.139103,0.068407,0.058097,0.025637,0.279782,0.013604,0.078463,0.007697,0.051575,0.026406,5.643017,1.957105,1.559632,0.508867,0.018128,3.015,0.005657,0.097041,1056.194466
l0F10c,18133,17975,minus,CDS,17208,19166,plus,PP_0014,4.285458,0.462761,1.936025,0.160295,3.773886,0.611716,3.852282,0.497367,0.456923,0.062067,0.889151,0.163203,0.267175,0.212154,0.019741,0.324007,0.079393,0.111283,0.055777,0.18306,0.018794,1.523326,0.307642,0.516227,0.228936,0.013959,190.19,0.021085,3.782667,895.121697
l0F12c,6029662,6029859,plus,CDS,6029657,6030016,plus,PP_5279,2.285675,0.096103,0.856866,0.065204,0.738471,0.109916,2.118212,0.122033,0.37613,0.038031,0.324587,0.054377,0.067955,0.053124,0.004089,0.216201,0.003795,0.046757,0.001648,0.046773,0.003473,4.095867,0.342908,0.886421,0.084902,0.002891,46.28,9.256,1.691534,1026.7408
l0F9b,1724632,1723699,minus,CDS,1724482,1725168,minus,PP_1518,2.533107,0.140699,1.046843,0.146412,1.117317,0.317434,2.339151,0.086174,0.411439,0.034684,0.435737,0.098338,0.099489,0.060883,0.019135,0.276058,0.009441,0.076297,0.005269,0.054163,0.01873,5.068129,1.753604,1.39074,0.460389,0.013531,25.9,0.048321,0.175198,1224.150823
l0G10a,520417,521195,plus,CDS,520204,521295,minus,PP_0434,4.05734,0.539315,1.589416,0.042595,2.528058,0.136553,3.768379,0.56068,0.39847,0.051861,0.632417,0.076267,0.381354,0.053139,0.018192,0.321996,0.028577,0.104498,0.018769,0.039714,0.016146,6.952549,2.631004,2.18844,0.680052,0.012864,189.84,0.282921,0.371083,1001.17591
l0G10c,309155,308677,minus,CDS,308854,309294,plus,PP_0254,4.356056,0.316806,1.772669,0.132869,3.16001,0.479723,4.037715,0.299605,0.407088,0.013288,0.722106,0.063566,0.224016,0.081425,0.031843,0.270423,0.03748,0.074533,0.020702,0.073523,0.030194,4.982447,4.293521,1.324876,1.070708,0.015922,41.735,0.061556,0.96127,1058.089039
l0G11b,6029698,6029119,minus,CDS,6029657,6030016,plus,PP_5279,3.174512,0.023239,1.335336,0.056737,1.786342,0.151527,2.900628,0.012963,0.420535,0.014794,0.562395,0.043615,0.023239,0.04284,0.023804,0.216305,0.00501,0.046813,0.002153,0.036727,0.022909,10.299562,9.484015,2.259376,2.108584,0.016832,15.225,0.018147,1.691534,1026.7408
l0H10c,5943894,5944612,plus,CDS,5943677,5944234,minus,PP_5211,3.827763,0.28354,1.64363,0.275678,2.777516,0.892445,3.456515,0.275947,0.429791,0.070739,0.72428,0.23459,0.200493,0.050584,0.02043,0.225552,0.0013,0.050876,0.000587,0.044316,0.018893,5.73798,3.190091,1.298225,0.729376,0.014446,47.645,0.037252,2.038361,887.985927
l0H11b,1027200,1027645,plus,CDS,1027114,1028739,minus,PP_0885,2.421511,0.257541,1.063084,0.090972,1.138423,0.187574,2.204883,0.264367,0.440566,0.025882,0.468425,0.050206,0.182109,0.073797,0.019167,0.306665,0.030656,0.094983,0.018586,0.059656,0.018154,4.386243,0.899056,1.329221,0.220252,0.013553,33.08,0.002119,0.155612,1103.519768
l0H12b,232301,232944,plus,CDS,231902,233812,plus,PP_0180,3.559669,0.373126,1.677856,0.110926,2.827506,0.368108,3.192413,0.462184,0.478625,0.076679,0.809161,0.174694,0.215424,0.059423,0.035489,0.28884,0.106924,0.094861,0.074762,0.038714,0.017344,6.262325,3.339688,1.665798,0.696931,0.02049,27.815,0.069712,0.98075,1008.344334
l0H7a,87753,86944,minus,CDS,86862,87785,minus,PP_0076,3.250089,0.358432,1.262706,0.169656,1.62321,0.445292,2.999521,0.317153,0.38773,0.013098,0.491183,0.080376,0.206941,0.083552,0.043452,0.377884,0.136167,0.161338,0.110681,0.046261,0.01622,5.42893,1.998379,1.857953,0.417561,0.030725,86.275,2.696094,2.570525,1080.846436
l0H9a,5000881,5001005,plus,intergenic,NA,NA,NA,NA,2.289679,0.164811,1.050447,0.292605,1.189058,0.674768,2.110184,0.131303,0.453318,0.095539,0.503812,0.25095,0.116539,0.092654,0.032398,0.470095,0.176342,0.252086,0.186183,0.060749,0.018753,5.222264,1.251031,2.496797,1.085504,0.022909,81.44,0.046994,0.08716,995.369351
l0Tn7,6170441,6170445,plus,intergenic,NA,NA,NA,NA,3.052533,0.210661,1.496635,0.195846,2.27827,0.580856,2.756964,0.203957,0.489097,0.042875,0.739291,0.151823,0.121625,0.107281,0.108557,0.441748,0.29382,0.281471,0.344313,0.042186,0.022704,6.08049,2.952732,2.213064,0.947351,0.044318,40.935,0.011629,350.01688,918.043277
