name,sstart,send,sstrand,feature_type,start,end,strand,locus_tag,mean_mean,mean_std,std_mean,std_std,var_mean,var_std,median_mean,median_std,cv_mean,cv_std,ff_mean,ff_std,sem,mean_mean_0,mean_std_0,std_mean_0,std_std_0,var_mean_0,var_std_0,median_mean_0,median_std_0,cv_mean_0,cv_std_0,ff_mean_0,ff_std_0,sem_0,TPM,TPM_norm,hic_Tn7,hic_sum
tmA9b,5773887,5774467,plus,CDS,5773438,5774094,plus,PP_5719,9.277283,0.366086,3.247791,0.088733,10.556021,0.57637,8.921619,0.351439,0.350248,0.004256,1.137155,0.017254,0.366086,0.565758,0.333959,1.996368,0.874476,4.750193,3.049648,0.078458,0.050863,4.629478,1.894085,7.598672,1.35479,0.236145,16.425,0.036581,0.466285,995.053337
tmB11a,6113870,,minus,CDS,6112871,6114316,plus,PP_5364,13.214099,1.226134,4.487,0.11212,20.145737,1.003107,12.478665,1.248328,0.342697,0.034948,1.538566,0.1688,0.867007,0.765626,0.287184,0.580939,0.125792,0.353314,0.146155,0.731326,0.282882,0.811296,0.140015,0.453701,0.020715,0.287184,309.08,0.170198,6.438635,886.981811
tmB12b,5939551,5939833,plus,CDS,5937440,5940160,plus,PP_5207,8.7667,0.133121,3.071942,0.001015,9.436827,0.006236,8.355516,0.140896,0.350489,0.005206,1.076677,0.015638,0.133121,0.068159,0.007645,0.197733,0,0.039098,0,0.064034,0.006822,2.937993,0.329549,0.580937,0.065162,0.007645,5.17,0.002449,1.516662,949.447026
tmB2b,5474285,5473706,minus,CDS,5473523,5474794,minus,PP_4811,14.417099,1.172323,4.830236,0.156729,23.355742,1.514076,13.829329,1.228352,0.338155,0.038368,1.639382,0.238325,1.172323,0.128337,0.061844,0.363644,0.159891,0.157803,0.134255,0.104329,0.053207,3.590209,1.783663,1.262748,0.643749,0.043731,16.015,0.031464,0.258877,959.626841
tmB5b,1060914,1061291,plus,CDS,1060795,1061787,plus,PP_0918,6.807255,0.459204,2.584043,0.057439,6.680579,0.298805,6.481796,0.488805,0.382015,0.035774,0.989192,0.115648,0.324706,0.045497,0.00725,0.193804,0.003578,0.037573,0.001379,0.041138,0.007436,4.391797,0.834304,0.852929,0.172805,0.005127,6.735,0.056597,0.044639,1094.553848
tmB5e,5803157,5803103,minus,CDS,5802781,5803797,minus,PP_5081,7.815919,0.209931,2.870605,0.088581,8.24822,0.508561,7.455962,0.230267,0.367847,0.021214,1.057821,0.09348,0.209931,0.066267,0.009858,0.208214,0.013399,0.043533,0.00558,0.059658,0.011959,3.24391,0.684743,0.684602,0.186037,0.009858,10.365,0.016195,0.70959,1027.217311
tmB6b,2484016,2483765,minus,CDS,2483135,2484481,plus,PP_2178,9.823909,0.209899,4.287149,0.192799,18.416815,1.653116,9.358244,0.13088,0.436179,0.010306,1.871952,0.128278,0.209899,9.063807,0.013509,4.313169,0.176756,18.634663,1.524756,9.019386,0.162385,0.475897,0.020211,2.056198,0.171289,0.013509,175.22,0.016498,0.138734,1395.632153
tmB9b,4095097,4094817,minus,CDS,4094719,4095483,minus,PP_3603,6.438657,0.16139,2.109966,0.032286,4.452999,0.136243,6.095912,0.156203,0.327783,0.003202,0.691508,0.003827,0.16139,0.205991,0.095127,0.932461,0.407745,1.03574,0.760413,0.077979,0.006122,4.591876,0.141101,4.224213,1.740743,0.095127,104.625,0.271049,0.033796,1483.999162
tmC12b,2007102,2006519,minus,CDS,2006666,2007361,minus,PP_1790,4.126912,0.626678,1.694385,0.159034,2.896233,0.525481,3.787053,0.704446,0.423756,0.096565,0.7294,0.222791,0.443128,0.059171,0.030024,0.229925,0.030422,0.053791,0.014643,0.052351,0.02744,5.472188,3.357046,1.201895,0.652749,0.02123,38.975,0.150483,0.133228,1177.288384
tmC2b,5233827,5233050,minus,CDS,5233646,5234572,plus,PP_4612,12.17025,0.344176,4.896762,0.111969,23.990816,1.096575,11.671137,0.32503,0.402417,0.00218,1.970295,0.034383,0.344176,1.300695,0.475338,2.902523,0.492533,8.667228,3.00562,0.075773,0.070531,2.375753,0.394719,6.701662,0.167666,0.336115,20.12,0.004399,0.150533,1265.370332
tmC2c,834203,834627,plus,CDS,833325,834347,plus,PP_0717,7.141173,0.760754,2.706212,0.212971,7.368942,1.184014,6.827305,0.842718,0.386865,0.075276,1.062776,0.296717,0.537934,0.056079,0.000982,0.198179,0.005346,0.039304,0.002119,0.052353,0.000134,3.536665,0.157248,0.701734,0.050069,0.000982,33.875,0.038582,0.129643,1039.514416
tmC2e,1287332,1287151,minus,CDS,1286618,1288762,plus,PP_1125,6.134234,0.066587,2.198357,0.174434,4.863199,0.766935,5.827765,0.014357,0.358109,0.024549,0.791533,0.116433,0.066587,0.975322,1.364431,1.706917,2.137647,7.483099,10.528716,0.050018,0.063139,-2.143586,8.158999,2.034846,4.282738,0.964798,47.37,0.006661,0.120926,1075.851698
tmC4e,5434646,5434947,plus,CDS,5432735,5435263,minus,PP_4772,11.293037,0.33618,5.132974,0.343233,26.465229,3.523614,10.691788,0.351922,0.454023,0.016878,2.336282,0.242468,0.33618,0.117359,0.01936,0.427997,0.092713,0.191777,0.079362,0.082372,0.001695,3.614968,0.193664,1.56515,0.418042,0.01936,10.665,0.004268,0.43897,1166.402397
tmC5a,5112252,,plus,CDS,5111344,5112411,minus,PP_4496,5.868864,0.917977,2.841543,0.64703,8.493014,3.88285,5.383297,0.789139,0.479473,0.040341,1.385133,0.415763,0.649108,0.708347,0.611758,1.664143,1.333606,4.547876,4.85655,0.058871,0.032344,2.892988,0.720937,4.035317,2.888436,0.353199,7.025,0.001762,0.133277,1034.759449
tmC6b,1435553,1434882,minus,CDS,1434386,1435963,minus,PP_1256,6.865313,0.284436,2.368676,0.042171,5.612404,0.199778,6.512195,0.268063,0.345359,0.008166,0.8177,0.004778,0.284436,0.062234,0.005515,0.225207,0.022151,0.051209,0.009977,0.054868,0.00316,3.615543,0.035513,0.815033,0.088088,0.005515,1.145,0.002793,0.183125,1260.249049
tmC7b,5996213,5996586,plus,CDS,5995049,5997031,minus,PP_5252,7.661253,0.047861,2.676032,0.048734,7.163524,0.260828,7.303971,0.044949,0.349268,0.004179,0.934857,0.028205,0.047861,0.50596,0.27701,1.906128,0.700917,4.124607,2.672073,0.068781,0.014092,4.296884,0.967195,7.512487,1.168161,0.27701,12.195,0.004149,1.500264,1047.77698
tmC8b,6133555,6134140,plus,CDS,6131843,6133852,minus,PP_5380,6.575402,0.27115,2.899195,0.193243,8.442674,1.120497,6.317001,0.197673,0.440452,0.011226,1.279126,0.11766,0.27115,0.04905,0.02999,0.197024,0.004134,0.038836,0.001641,0.043803,0.030172,10.454784,10.78192,2.104382,2.198976,0.021206,12.47,0.002626,3.095006,887.461792
tmD12b,807791,806889,minus,CDS,807326,808033,minus,PP_0694,6.973337,0.843653,2.685246,0.094477,7.219469,0.512574,6.652744,0.937168,0.39214,0.060112,1.057965,0.19852,0.596553,0.062512,0.000672,0.200562,0.005003,0.04025,0.002007,0.057855,0.000712,3.209601,0.114521,0.644298,0.039025,0.000672,2.585,0.010682,0.0778,1177.538432
tmD3a,950330,,plus,CDS,950225,951166,plus,PP_0812,6.479061,0.322866,2.436495,0.484369,6.171122,2.52622,6.093253,0.189055,0.374123,0.059371,0.939838,0.344275,0.228301,0.130352,0.053385,0.304158,0.022236,0.093006,0.013527,0.118295,0.052787,3.53343,2.934711,1.115239,0.984311,0.030822,17.925,0.170714,0.184577,933.62319
tmD3e,1589455,1589848,plus,CDS,1589212,1590849,plus,PP_1394,5.972889,0.923802,2.267583,0.01946,5.142312,0.087988,5.633234,0.961963,0.389489,0.063664,0.881969,0.135977,0.653226,0.020374,0.030176,0.202436,0.012636,0.04114,0.005146,0.015058,0.031584,-0.179468,7.527335,-0.127066,1.577949,0.021338,7.975,0.032819,0.152609,1133.403889
tmD5a,246288,,minus,CDS,245823,247733,plus,PP_0196,12.722821,0.77968,4.949616,0.410109,24.666891,4.159389,11.950295,0.619666,0.388545,0.00865,1.926539,0.20214,0.551317,0.073638,0.041595,0.311017,0.043169,0.098595,0.026608,0.06255,0.041635,5.833925,3.399225,1.791798,1.031291,0.024015,74.53,0.020941,0.930094,971.348666
tmD8b,1171280,1171100,minus,CDS,1170842,1171669,minus,PP_1026,5.970802,0.844488,2.538987,0.1035,6.457167,0.526126,5.570082,0.857098,0.432555,0.052399,1.094243,0.100606,0.597143,1.251136,1.738362,1.852243,2.344442,8.927215,12.571482,0.074746,0.083665,-8.22722,15.309911,0.66788,5.353499,1.229208,7.685,0.019756,0.094343,1130.014581
tmE11b,595302,594867,minus,CDS,594888,596153,minus,PP_0506,6.853624,0.757599,2.835661,0.409004,8.208257,2.416351,6.448405,0.953905,0.426079,0.113967,1.254269,0.526928,0.535703,0.054239,0.001088,0.194768,0.00049,0.037935,0.000191,0.049843,0.002043,3.592579,0.08109,0.69976,0.017555,0.001088,7.385,0.008678,0.194697,993.631225
tmE3b,5874491,5874136,minus,CDS,5874083,5874508,minus,PP_5148,7.380771,0.431578,2.815837,0.243109,7.988042,1.36911,7.018254,0.366437,0.380886,0.010666,1.075107,0.122632,0.431578,0.066598,0.007562,0.196813,0.004403,0.038755,0.001733,0.061776,0.007478,3.001459,0.406922,0.592516,0.093302,0.007562,161.315,9.489118,0.826659,1022.295899
tmE3e,4899753,4900074,plus,CDS,4899602,4900039,plus,PP_4308,6.576429,0.143437,2.304123,0.111868,5.321498,0.515516,6.262143,0.092167,0.350156,0.009373,0.807852,0.060769,0.143437,4.579738,0.233016,4.014957,0.336454,16.233074,2.701695,5.516739,0.366589,0.875206,0.028935,3.523649,0.410641,0.233016,10.23,0.067748,0.103437,1066.618002
tmE5a,6069482,,plus,CDS,6068711,6069607,minus,PP_5323,10.521777,1.602123,3.993855,0.4343,16.13949,3.398598,9.92432,1.489636,0.383139,0.028769,1.524707,0.162481,1.132872,0.068855,0.02647,0.300476,0.019292,0.090658,0.011762,0.062572,0.026433,5.10755,2.070413,1.518825,0.590004,0.018717,16.765,0.007893,2.243093,952.510757
tmE5e,5923845,5923509,minus,CDS,5921557,5924430,minus,PP_5192,8.197218,0.265482,2.887976,0.10966,8.352429,0.633389,7.807852,0.235118,0.352248,0.001969,1.017499,0.044315,0.265482,0.06706,0.007535,0.197359,0.000254,0.038951,0.0001,0.062809,0.008076,2.980225,0.331086,0.588091,0.064585,0.007535,116.875,0.199786,1.305433,948.883571
tmE6a,4665371,,minus,CDS,4664867,4665415,plus,PP_4126,6.455675,1.470026,2.526366,0.283392,6.462834,1.478818,6.054301,1.364073,0.400763,0.042395,1.00143,0.044429,1.039465,0.045026,0.02351,0.264244,0.028611,0.070643,0.014635,0.037217,0.022562,7.08807,2.691056,1.855727,0.73502,0.013574,8.14,0.00133,0.091045,978.314843
tmE7b,4508086,4507558,minus,CDS,4507389,4508780,minus,PP_3999,2.447882,0.293654,1.410614,0.376093,2.131279,0.965779,2.104302,0.175232,0.570126,0.121191,0.845724,0.346319,0.207644,0.069925,0.007241,0.308117,0.092996,0.103584,0.06049,0.053666,0.009207,4.367365,1.129038,1.447089,0.806433,0.00512,36.255,0.052241,0.273453,1208.934016
tmF11b,5379774,5379293,minus,CDS,5378416,5380089,plus,PP_4729,10.946781,0.904765,4.16563,0.252685,17.416325,2.105187,10.484947,0.907523,0.385073,0.05491,1.617947,0.326036,0.904765,0.070401,0.05426,0.245746,0.030721,0.061335,0.015107,0.058014,0.054316,-12.302341,20.64608,-3.013225,5.087252,0.038368,180.305,0.218023,0.162371,1030.463357
tmF1a,5355951,,minus,CDS,5355705,5356103,minus,PP_4711,10.404531,0.594557,3.922474,0.31224,15.483295,2.455691,9.636703,0.476346,0.37657,0.011083,1.479999,0.154474,0.420415,0.077215,0.020962,0.298497,0.01172,0.089238,0.006997,0.068825,0.021373,4.128884,0.969117,1.221103,0.240889,0.020962,2.905,0.019112,0.196054,1016.905258
tmF1e,2303563,2303908,plus,CDS,2303210,2304841,minus,PP_2027,7.666147,1.101341,3.19258,0.074584,10.198129,0.472506,7.367751,1.134677,0.427111,0.074705,1.367127,0.261567,0.778766,0.080647,0.006189,0.203823,0.002759,0.041551,0.001125,0.073778,0.005956,2.544967,0.229501,0.519356,0.053798,0.006189,9.44,0.005032,0.112711,1389.847898
tmF3e,6045684,6045195,minus,CDS,6045343,6046110,minus,PP_5298,6.937925,1.088231,3.050881,0.069503,9.312705,0.422247,6.411262,1.163452,0.450504,0.068642,1.370233,0.179072,0.769496,0.068354,0.005483,0.211969,0.023365,0.045477,0.010227,0.060365,0.007238,3.123829,0.427385,0.670484,0.157348,0.003877,3.93,0.009225,1.869921,970.2806
tmF4b,916040,916905,plus,CDS,915540,916079,plus,PP_0797,6.702306,0.365474,2.2484,0.11174,5.067786,0.502473,6.428816,0.365609,0.335555,0.001626,0.75428,0.033839,0.365474,0.035292,0.038701,0.241098,0.052584,0.060893,0.026984,0.026906,0.035635,-1.173935,7.321808,-0.139031,1.70206,0.027366,26.22,0.05244,0.043062,1107.572967
tmF6a,5487379,,minus,CDS,5486672,5489443,plus,PP_4824,9.38318,1.055552,3.660985,0.305878,13.496375,2.299212,8.802829,0.866663,0.392113,0.023938,1.433327,0.12281,0.746388,0.081864,0.022189,0.295548,0.022825,0.08787,0.013817,0.072205,0.019917,3.918472,1.176157,1.150757,0.321294,0.01569,9.795,0.002878,0.240519,1075.007018
tmG11a,5547160,,plus,CDS,5546480,5549053,minus,PP_4880,4.989926,1.278789,1.964257,0.248293,3.919954,0.975046,4.692551,1.288496,0.409431,0.076323,0.799905,0.159059,0.90424,0.071485,0.022254,0.27129,0.041977,0.07536,0.022403,0.063996,0.021269,3.970208,0.580722,1.056635,0.1078,0.012848,22.185,0.002402,0.326341,991.074416
tmG1b,4910601,4910908,plus,CDS,4910515,4911711,minus,PP_4320,8.489761,0.275076,2.942435,0.388839,8.809119,2.288267,8.041533,0.131671,0.345465,0.034608,1.029965,0.236161,0.275076,0.064039,0.004837,0.244742,0.037317,0.061291,0.018266,0.052835,0.010487,3.887978,0.876362,0.984255,0.359569,0.004837,9.76,0.004253,0.110719,1020.615189
tmG2e,6117988,6117643,minus,CDS,6117870,6119027,minus,PP_5368,7.071936,0.314929,2.61671,0.025662,6.847829,0.1343,6.76656,0.301105,0.370587,0.012874,0.969387,0.024178,0.314929,0.032766,0.038419,0.202737,0.010176,0.041206,0.004174,0.026972,0.039642,-1.230553,6.449307,-0.313177,1.362968,0.027166,9.17,0.008826,3.56188,905.459606
tmG4e,4851101,4851389,plus,CDS,4851060,4851608,plus,PP_4266,6.035376,0.727859,2.257402,0.05228,5.098598,0.236914,5.761074,0.724156,0.379887,0.049223,0.857562,0.111814,0.514674,0.059216,0.004567,0.219581,0.001395,0.048218,0.000613,0.053456,0.004234,3.732173,0.311369,0.81995,0.073577,0.004567,40.7,0.992683,0.197121,1048.318856
tmG8a,951161,,minus,CDS,950225,951166,plus,PP_0812,6.48872,0.775904,2.335645,0.169718,5.484041,0.772434,6.176636,0.776261,0.362196,0.018754,0.842786,0.020327,0.548647,0.104262,0.063091,0.589638,0.227516,0.399436,0.286264,0.05587,0.022551,6.701045,1.900601,3.545512,0.532052,0.036426,26.905,0.002633,0.184577,933.62319
tmG8b,3482757,3483202,plus,CDS,3482120,3485923,minus,PP_3091,4.858244,0.651783,1.972197,0.108377,3.901305,0.4206,4.564446,0.667955,0.414683,0.06923,0.821333,0.161267,0.46088,0.036865,0.009603,0.19556,0.000981,0.038245,0.000384,0.033472,0.009832,5.69832,1.510913,1.115847,0.301065,0.009603,6.88,0.000502,0.204376,1468.786641
tmG9b,1823913,1824128,plus,CDS,1822680,1825253,minus,PP_1626,6.13235,0.906051,2.472753,0.11095,6.126816,0.557135,5.793327,0.92786,0.411414,0.057099,1.014664,0.124572,0.640675,0.032139,0.024266,0.206615,0.015953,0.042944,0.006768,0.02717,0.025659,10.649071,5.918797,2.279099,1.386882,0.017159,8.26,0.002248,0.116934,1457.370584
tmH10b,6013666,6013777,plus,CDS,6013223,6013795,plus,PP_5265,8.471355,0.273147,2.996029,0.086362,8.983648,0.517489,8.074791,0.25593,0.353705,0.00121,1.059606,0.026921,0.273147,0.053386,0.03929,0.213286,0.004666,0.045512,0.001978,0.047319,0.040019,233.63171,326.54288,50.26965,70.27516,0.027782,42.555,0.096061,1.867719,963.94598
tmH1c,266113,265594,minus,CDS,264875,266152,plus,PP_0214,8.99813,0.933134,3.113919,0.265232,9.766838,1.701339,8.54733,0.954149,0.347485,0.022356,1.081828,0.111206,0.659825,0.025157,0.015575,0.208146,0.004568,0.043346,0.001908,0.018301,0.016559,24.429419,26.336477,5.066997,5.454912,0.011013,16.99,0.006647,0.984669,1061.365815
tmH3a,6059494,,minus,CDS,6058961,6060364,plus,PP_5311,9.602626,1.273565,3.44857,0.209626,11.936577,1.461305,9.076204,1.22137,0.362874,0.029281,1.246045,0.046709,0.900546,0.065308,0.031091,0.300625,0.019753,0.090766,0.01215,0.056316,0.028899,5.814567,2.74621,1.708646,0.740492,0.021985,16.565,0.011625,2.31408,978.816711
tmH4a,728973,,plus,CDS,728512,729474,plus,PP_0623,7.420009,0.766697,3.037238,0.241873,9.283315,1.434624,6.896226,0.68597,0.410606,0.016134,1.245201,0.089414,0.542137,0.092119,0.036229,0.274086,0.035524,0.076385,0.018482,0.084539,0.036559,3.532961,1.629757,0.99096,0.517081,0.020917,13.865,0.030076,0.293773,1192.384782
tmH7b,431684,431939,plus,CDS,430376,432313,minus,PP_0354,8.433762,0.045538,3.414514,0.095419,11.66801,0.651621,7.999895,0.026703,0.404813,0.009128,1.383111,0.069795,0.045538,2.44934,0.371992,4.328171,0.351858,18.856867,3.045801,0.104274,0.009269,1.786465,0.127664,7.687208,0.076028,0.371992,11.26,0.00094,0.725703,1061.68725
